amount,payments,same_district,frequency,has_disponent,gender,region,nr_inhabitants,nr_municip_inhabitants_499,nr_municip_inhabitants_500_1999,nr_municip_inhabitants_2000_9999,nr_municip_inhabitants_10000,nr_cities,ratio_urban_inhabitants,average_salary,ratio_entrepeneurs,avg_crimes,avg_unemployment,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,avg_balance,num_trans,min_balance,std_balance,negative_balance,last_balance,last_balance_negative,cash_credit_ratio,rem_ratio,card_withdrawal_ratio,cash_withdrawal_ratio,interest_ratio,coll_ratio,age_when_loan,days_between,loan_status,has_card
72408,3017,True,0,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,12129.322222222221,-18200.0,2797.223076923077,-32700.0,49634.0,0.6923076923076923,45099.261418269234,13,700.0,19147.761191781723,0,36363.8984375,0,0.38461538461538464,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,37,126,1,False
202788,5633,True,2,0,0,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,26091.911538461536,-11259.735849056604,1033.2113924050632,-45200.0,72298.0,0.3291139240506329,57124.26839398734,79,1100.0,23149.740401214473,0,81623.6015625,0,0.012658227848101266,0.11392405063291139,0.0,0.5569620253164557,0.1518987341772152,0.16455696202531644,42,387,0,False
61560,5130,True,2,0,1,7,51313,34,12,3,1,4,0.5920000000000001,8930.0,0.108,0.027088651998518894,3.8600000000000003,0.0024165416171340595,0.6800000000000002,16171.554545454546,-6851.489795918367,282.4112676056338,-30200.0,46166.0,0.30985915492957744,32967.71275995819,71,200.0,17636.69517259256,0,20051.099609375,0,0.014084507042253521,0.28169014084507044,0.0,0.4084507042253521,0.14084507042253522,0.15492957746478872,53,326,0,False
300660,5011,True,1,0,1,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,14927.625,-7722.476190476191,513.9242424242424,-48900.0,44519.0,0.36363636363636365,45854.891645951706,66,800.0,30288.859859306605,0,33918.8984375,0,0.22727272727272727,0.22727272727272727,0.0,0.4090909090909091,0.13636363636363635,0.0,44,304,0,False
48624,2026,False,1,0,1,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,15032.102040816326,-10126.164705882353,410.2034188034189,-52900.0,41561.0,0.4188034188034188,63857.237129407054,117,200.0,25715.25499571321,0,47993.6015625,0,0.27350427350427353,0.10256410256410256,0.0,0.47863247863247865,0.1452991452991453,0.0,33,521,0,False
186384,3883,True,2,0,1,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,13975.69512195122,-10416.694444444445,110.54736842105261,-60600.0,49424.0,0.43157894736842106,61578.30141858553,190,700.0,27267.84527470011,0,20999.43359375,0,0.21052631578947367,0.1,0.0,0.46842105263157896,0.22105263157894736,0.0,37,645,0,False
88440,7370,True,0,1,0,3,128118,9,16,6,3,8,0.853,9317.0,0.097,0.053938556643094646,6.78,-0.0006010084453394527,0.5800000000000001,16852.55,-12715.533333333333,2545.4129032258065,-35100.0,47976.0,0.5161290322580645,62778.0902217742,31,200.0,21286.39392974713,0,78957.6015625,0,0.3225806451612903,0.0,0.0,0.4838709677419355,0.1935483870967742,0.0,51,179,0,False
182628,5073,True,1,0,1,4,138032,67,30,4,2,5,0.6459999999999999,8819.0,0.099,0.03103628144198447,5.52,0.003202156021792048,0.28000000000000025,7666.089999999999,-10333.333333333334,3512.3769230769226,-12600.0,23204.0,0.7692307692307693,33229.10757211538,13,500.0,14007.455227363615,0,45660.8984375,0,0.46153846153846156,0.0,0.0,0.23076923076923078,0.3076923076923077,0.0,34,142,0,False
51696,2154,True,1,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,16546.952272727274,-11894.199999999999,374.5323529411764,-59600.0,46889.0,0.43137254901960786,58226.50482536765,102,600.0,25986.699643069314,0,38202.19921875,0,0.30392156862745096,0.0,0.049019607843137254,0.5196078431372549,0.12745098039215685,0.0,26,396,0,True
230220,6395,True,1,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,7839.626315789474,-6626.820454545454,77.14268292682928,-59800.0,47953.0,0.4634146341463415,27658.48764112519,82,-2719.7,29343.910159344145,1,6325.5,0,0.2073170731707317,0.23170731707317074,0.0,0.3048780487804878,0.25609756097560976,0.0,51,356,1,False
59760,2490,True,1,1,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,11115.263636363636,-6356.33125,761.7259259259258,-21440.0,34557.0,0.4074074074074074,40204.464735243055,54,300.0,12707.868711092166,0,41140.400390625,0,0.2222222222222222,0.09259259259259259,0.0,0.5,0.18518518518518517,0.0,35,312,0,False
140400,3900,False,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,11883.849999999999,-10137.95652173913,628.2599999999999,-63200.0,44739.0,0.4888888888888889,43563.620008680555,45,400.0,18769.697489791033,0,28271.80078125,0,0.2,0.0,0.0,0.5111111111111111,0.28888888888888886,0.0,53,392,0,False
398640,6644,True,2,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,21806.935294117648,-13117.673076923076,689.7302325581396,-48100.0,59793.0,0.3953488372093023,63383.575331577034,86,400.0,21819.903731698305,0,59316.8984375,0,0.011627906976744186,0.0,0.0,0.6046511627906976,0.18604651162790697,0.19767441860465115,34,512,0,False
221280,4610,True,2,1,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,17512.224,-8836.760869565218,441.050704225352,-32300.0,50178.0,0.352112676056338,37596.93241087148,71,1100.0,18258.571499054673,0,31329.69921875,0,0.014084507042253521,0.09859154929577464,0.0,0.5492957746478874,0.16901408450704225,0.16901408450704225,26,389,0,False
151728,3161,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,8910.703571428572,-7690.041379310345,464.7105263157895,-27000.0,48906.0,0.49122807017543857,30491.098225376063,57,-669.7,23788.66591267272,1,26488.69921875,0,0.24561403508771928,0.0,0.0,0.5087719298245614,0.24561403508771928,0.0,18,271,1,False
104712,4363,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,16041.951388888889,-9522.850420168066,114.1429319371728,-56400.0,49831.0,0.3769633507853403,57357.84348412958,191,400.0,27004.77051618738,0,23874.19921875,0,0.2617801047120419,0.11518324607329843,0.0,0.5078534031413613,0.11518324607329843,0.0,50,691,0,False
194880,4060,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,12922.227027027027,-5883.097368421053,274.3982300884956,-23532.0,36536.0,0.3274336283185841,36421.42567754425,113,300.0,13137.366255120496,0,31014.2998046875,0,0.008849557522123894,0.12389380530973451,0.0,0.5486725663716814,0.1592920353982301,0.1592920353982301,16,552,0,False
232560,4845,True,0,0,0,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,14073.042857142858,-11983.0,1527.540740740741,-37300.0,39741.0,0.5185185185185185,63188.63353587963,27,600.0,25714.19289269849,0,41243.5,0,0.3333333333333333,0.0,0.0,0.48148148148148145,0.18518518518518517,0.0,25,164,0,False
380160,6336,True,1,0,1,4,323870,0,0,0,1,1,1.0,10673.0,0.1,0.05732083860808349,5.095000000000001,-0.0013431315033809862,0.6900000000000004,18684.478723404256,-13768.077419354839,225.22660550458716,-62500.0,48887.0,0.43119266055045874,64777.07516843463,109,1100.0,27102.679530562487,0,24549.599609375,0,0.29357798165137616,0.0,0.0,0.5688073394495413,0.13761467889908258,0.0,46,579,0,False
55368,2307,True,1,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,9204.863829787233,-8239.490196078432,126.67959183673467,-34100.0,48139.0,0.47959183673469385,46061.31932846381,98,200.0,24008.401818198116,0,12414.400390625,0,0.25510204081632654,0.0,0.0,0.5204081632653061,0.22448979591836735,0.0,54,362,0,False
227880,6330,True,1,1,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,8119.228888888889,-8201.27894736842,647.189156626506,-64600.0,49115.0,0.5421686746987951,45134.721738516564,83,1100.0,29372.922910262794,0,53716.6015625,0,0.25301204819277107,0.0,0.0,0.4578313253012048,0.2891566265060241,0.0,38,382,0,False
47304,1971,True,1,0,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,15647.294736842105,-12381.714285714286,374.00239520958087,-59900.0,49060.0,0.4550898203592814,68740.02347258608,167,400.0,30824.059323792724,0,62458.30078125,0,0.25149700598802394,0.08383233532934131,0.0,0.46107784431137727,0.20359281437125748,0.0,23,516,0,False
33984,708,True,1,0,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,5087.997222222222,-4079.4764705882358,635.2242857142857,-14700.0,20196.0,0.5142857142857142,38587.75993303571,70,600.0,9825.548938088648,0,44465.3984375,0,0.2,0.0,0.0,0.4857142857142857,0.3142857142857143,0.0,23,367,0,False
188688,3931,True,1,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,10950.116666666667,-10782.16,1071.809090909091,-24500.0,35378.0,0.5454545454545454,42203.17294034091,22,400.0,19589.29148431342,0,23579.69921875,0,0.09090909090909091,0.045454545454545456,0.0,0.4090909090909091,0.22727272727272727,0.22727272727272727,30,160,0,False
360000,7500,True,0,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,18340.457894736843,-12413.172151898734,476.21691176470586,-59500.0,73228.0,0.41911764705882354,51149.65527972053,136,600.0,26096.735161540422,0,64765.19921875,0,0.014705882352941176,0.0,0.0,0.5808823529411765,0.2647058823529412,0.13970588235294118,23,578,0,False
444864,9268,True,1,1,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,8397.544444444446,-4999.718918918919,652.2515625,-16300.0,25862.0,0.421875,32404.773483276367,64,800.0,11706.288935163022,0,41743.8984375,0,0.265625,0.1875,0.0,0.390625,0.15625,0.0,32,343,0,False
85632,1784,True,1,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,18351.10263157895,-12710.702127659575,1175.7517647058824,-60800.0,49917.0,0.4470588235294118,65066.73524816176,85,800.0,26786.93554112589,0,108588.703125,0,0.27058823529411763,0.0,0.0,0.5529411764705883,0.17647058823529413,0.0,47,494,0,False
96168,8014,True,2,0,0,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,7330.079761904762,-9417.184615384615,24.226174496644347,-53500.0,46253.0,0.5637583892617449,50492.68847820103,149,600.0,21618.222171943493,0,3609.300048828125,0,0.18120805369127516,0.0,0.0,0.436241610738255,0.3825503355704698,0.0,24,616,0,False
372120,6202,True,1,1,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,18717.614084507044,-12696.732673267326,270.8174418604651,-63300.0,48768.0,0.4127906976744186,64044.04595521439,172,500.0,25820.52347456663,0,46580.5,0,0.29069767441860467,0.0,0.0,0.5872093023255814,0.12209302325581395,0.0,51,663,0,False
276300,4605,True,1,0,1,6,197099,29,41,10,2,10,0.747,9624.0,0.145,0.022194430210198936,1.955,-0.0011111167484360652,0.71,3480.195555555555,-2745.331914893617,299.76304347826084,-5760.0,8888.0,0.4891304347826087,25997.56298828125,92,500.0,6683.594656354459,0,27578.099609375,0,0.32608695652173914,0.11956521739130435,0.0,0.391304347826087,0.16304347826086957,0.0,20,487,0,False
91200,3800,True,1,1,0,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,10908.277777777777,-9090.766666666666,908.7555555555554,-22100.0,34198.0,0.5,32558.533175998266,36,700.0,15523.234590267364,0,32715.30078125,0,0.08333333333333333,0.08333333333333333,0.0,0.4166666666666667,0.19444444444444445,0.2222222222222222,38,231,0,False
215388,5983,False,1,0,1,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,6116.29,-6100.0,2044.1933333333334,-11400.0,49757.0,0.6666666666666666,32702.726822916666,15,1000.0,10148.128117548946,0,30662.80078125,0,0.2,0.0,0.0,0.3333333333333333,0.4666666666666667,0.0,34,156,1,False
73836,2051,True,1,0,0,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,13746.65,-25000.0,3550.163157894737,-37000.0,44281.0,0.7368421052631579,55315.16796875,19,900.0,32085.915798652408,0,67453.1015625,0,0.47368421052631576,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,28,188,0,False
73056,1522,True,1,1,1,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,3179.5086956521736,-1842.25,422.46470588235286,-7100.0,8538.0,0.45098039215686275,23255.14891620711,51,500.0,6486.055915586553,0,21545.69921875,0,0.27450980392156865,0.19607843137254902,0.0,0.35294117647058826,0.17647058823529413,0.0,24,290,0,False
123408,5142,True,0,0,1,3,119895,17,4,3,2,4,0.899,10446.0,0.09,0.04041035906418116,8.370000000000001,-0.0017014888027023646,2.0600000000000005,7693.968000000001,-4599.8,128.57230769230767,-27400.0,46000.0,0.38461538461538464,28359.255393629806,65,700.0,17052.65630948196,0,8357.099609375,0,0.2,0.36923076923076925,0.0,0.24615384615384617,0.18461538461538463,0.0,32,384,0,True
7656,319,True,1,1,0,2,78955,50,24,8,1,9,0.59,9060.0,0.124,0.021353935786207333,2.11,0.0007852574251155721,0.6599999999999999,7746.088888888889,-5389.026666666667,448.8024691358025,-21700.0,31677.0,0.4444444444444444,46444.63973283179,81,600.0,12843.537694911713,0,36353.1015625,0,0.1728395061728395,0.09876543209876543,0.0,0.4567901234567901,0.2716049382716049,0.0,31,367,0,False
158760,2646,True,1,0,1,2,78955,50,24,8,1,9,0.59,9060.0,0.124,0.021353935786207333,2.11,0.0007852574251155721,0.6599999999999999,7197.82909090909,-3393.6774774774776,115.5566265060241,-17200.0,23810.0,0.3313253012048193,24908.761418721762,166,900.0,8917.732615464744,0,19182.30078125,0,0.07228915662650602,0.3072289156626506,0.0,0.3614457831325301,0.12650602409638553,0.13253012048192772,17,672,0,False
181020,3017,True,1,1,0,2,78955,50,24,8,1,9,0.59,9060.0,0.124,0.021353935786207333,2.11,0.0007852574251155721,0.6599999999999999,9716.021621621621,-5660.121428571429,457.26881720430094,-19900.0,27150.0,0.3978494623655914,34005.90656502016,93,500.0,9748.840979323806,0,44026.0,0,0.021505376344086023,0.0,0.0,0.6021505376344086,0.1827956989247312,0.1935483870967742,30,551,0,False
212400,5900,True,2,0,0,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,13977.941935483872,-9227.375,904.5239436619718,-42900.0,48828.0,0.43661971830985913,51034.36187830105,71,300.0,27116.498619357477,0,64221.1015625,0,0.2676056338028169,0.0,0.0,0.5633802816901409,0.16901408450704225,0.0,27,391,0,False
87360,3640,True,1,0,1,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,8544.575,-7689.657142857142,968.6,-22800.0,49341.0,0.5333333333333333,36783.9501953125,30,200.0,13324.66105899131,0,29065.2001953125,0,0.2,0.0,0.0,0.4666666666666667,0.3333333333333333,0.0,31,321,0,False
23628,1969,True,1,0,1,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,11783.88163265306,-8414.980327868852,582.6945454545455,-35200.0,43694.0,0.44545454545454544,47420.84205433239,110,1000.0,27822.8746854309,0,64096.30078125,0,0.2818181818181818,0.10909090909090909,0.0,0.44545454545454544,0.16363636363636364,0.0,40,547,0,False
20832,434,True,1,0,1,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,4204.593617021276,-1728.301923076923,118.36092715231788,-19700.0,13251.0,0.31125827814569534,21368.90995899731,151,500.0,5904.127011522318,0,17879.7998046875,0,0.19205298013245034,0.3443708609271523,0.0,0.3443708609271523,0.11920529801324503,0.0,46,550,0,False
71064,1974,True,1,0,0,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,7801.575862068966,-3418.3999999999996,365.0802325581395,-13600.0,22908.0,0.3372093023255814,34577.30262082122,86,700.0,9865.309948694792,0,31397.0,0,0.19767441860465115,0.20930232558139536,0.0,0.45348837209302323,0.13953488372093023,0.0,48,403,0,False
123216,2567,True,1,1,0,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,16989.977083333335,-9224.225,606.10078125,-59200.0,48959.0,0.375,70622.83399963379,128,700.0,27979.584919475958,0,77580.796875,0,0.234375,0.171875,0.0,0.453125,0.140625,0.0,18,561,0,False
176148,4893,True,1,0,0,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,15688.077777777778,-21900.0,4122.515384615385,-30400.0,34881.0,0.6923076923076923,47154.49984975962,13,1100.0,20590.467361391842,0,53592.6015625,0,0.07692307692307693,0.0,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,32,135,0,False
96768,2688,True,1,1,0,3,85852,41,23,4,2,4,0.598,8965.0,0.104,0.031886269393840566,7.655,0.001968503937007874,1.1500000000000004,16277.060714285715,-11009.505263157895,566.6136363636364,-64100.0,48172.0,0.42424242424242425,51611.342240767044,66,900.0,22754.874154618898,0,37396.3984375,0,0.25757575757575757,0.10606060606060606,0.0,0.4696969696969697,0.16666666666666666,0.0,28,364,0,False
167100,2785,True,1,1,0,6,145688,22,41,13,2,5,0.40700000000000003,8544.0,0.109,0.019304953050354182,1.5750000000000002,0.0012835648783702158,0.5700000000000001,17751.066666666666,-11879.891304347826,497.59746835443053,-49200.0,49980.0,0.4177215189873418,63707.62710146361,79,1100.0,26325.37738730187,0,39310.19921875,0,0.27848101265822783,0.0,0.0,0.5822784810126582,0.13924050632911392,0.0,24,335,0,False
37908,3159,True,1,0,0,6,145688,22,41,13,2,5,0.40700000000000003,8544.0,0.109,0.019304953050354182,1.5750000000000002,0.0012835648783702158,0.5700000000000001,9919.53870967742,-5808.711111111111,606.7592105263158,-22479.0,28431.0,0.40789473684210525,42164.02739514803,76,800.0,12853.533751106614,0,46113.5,0,0.02631578947368421,0.0,0.0,0.5921052631578947,0.18421052631578946,0.19736842105263158,19,460,0,False
320592,6679,True,1,1,0,6,145688,22,41,13,2,5,0.40700000000000003,8544.0,0.109,0.019304953050354182,1.5750000000000002,0.0012835648783702158,0.5700000000000001,21503.09,-9930.068965517241,785.7806818181817,-46600.0,60108.0,0.3409090909090909,60781.30728426846,88,500.0,21040.531416717833,0,69148.6015625,0,0.011363636363636364,0.0,0.011363636363636364,0.6477272727272727,0.1590909090909091,0.17045454545454544,25,465,0,True
192744,5354,True,1,1,1,6,145688,22,41,13,2,5,0.40700000000000003,8544.0,0.109,0.019304953050354182,1.5750000000000002,0.0012835648783702158,0.5700000000000001,16504.253846153846,-14365.861538461539,1069.1961538461542,-34100.0,49871.0,0.5,62590.42270132212,26,200.0,28175.360077125908,0,31999.1005859375,0,0.34615384615384615,0.0,0.0,0.5,0.15384615384615385,0.0,32,137,0,False
46176,962,True,1,0,1,6,145688,22,41,13,2,5,0.40700000000000003,8544.0,0.109,0.019304953050354182,1.5750000000000002,0.0012835648783702158,0.5700000000000001,8385.281818181818,-8918.833333333334,2277.94705882353,-13400.0,18109.0,0.6470588235294118,33613.10650275735,17,1000.0,12883.141543337064,0,38725.1015625,0,0.4117647058823529,0.058823529411764705,0.0,0.29411764705882354,0.23529411764705882,0.0,30,161,0,False
182640,3805,True,1,0,0,6,145688,22,41,13,2,5,0.40700000000000003,8544.0,0.109,0.019304953050354182,1.5750000000000002,0.0012835648783702158,0.5700000000000001,11558.89411764706,-7504.4695652173905,597.46,-23900.0,34246.0,0.425,37802.23012695312,40,600.0,14020.765621849929,0,23898.30078125,0,0.05,0.175,0.0,0.4,0.175,0.2,54,242,0,False
65184,5432,False,1,0,1,1,75232,55,26,4,1,5,0.41700000000000004,8980.0,0.111,0.03746411101658868,2.08,-0.00014621437686091024,0.26,17495.916666666668,-8786.192307692309,829.2134146341464,-39900.0,48891.0,0.36585365853658536,47426.549637957316,82,900.0,18061.61850322852,0,67995.3984375,0,0.012195121951219513,0.0,0.0,0.6341463414634146,0.17073170731707318,0.18292682926829268,36,448,0,False
270384,5633,True,1,0,1,1,75232,55,26,4,1,5,0.41700000000000004,8980.0,0.111,0.03746411101658868,2.08,-0.00014621437686091024,0.26,17764.690625,-9284.272727272728,664.771264367816,-30800.0,50696.0,0.367816091954023,47654.244701867814,87,700.0,18097.624785879627,0,57835.1015625,0,0.034482758620689655,0.11494252873563218,0.0,0.5172413793103449,0.16091954022988506,0.1724137931034483,34,437,0,False
193968,5388,True,0,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,14309.0,-22822.222222222223,2785.5172413793102,-54200.0,41783.0,0.6896551724137931,63579.216325431036,29,800.0,29511.936952069143,0,80780.0,0,0.41379310344827586,0.0,0.0,0.3103448275862069,0.27586206896551724,0.0,21,197,0,False
45768,3814,False,2,0,0,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,4701.254545454546,-9800.0,2015.837037037037,-23900.0,36574.0,0.8148148148148148,32555.818721064814,27,800.0,14093.177526187163,0,54427.5,0,0.37037037037037035,0.0,0.0,0.18518518518518517,0.4444444444444444,0.0,17,274,0,False
137880,2298,False,2,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,7317.181578947369,-5060.509803921569,224.34719101123596,-20848.0,20684.0,0.42696629213483145,24523.072926039105,89,200.0,11660.997462569612,0,19966.80078125,0,0.07865168539325842,0.0,0.0,0.5730337078651685,0.16853932584269662,0.1797752808988764,31,486,1,False
309552,6449,True,1,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,20681.70625,-14689.884210526316,1479.9857142857143,-50600.0,58041.0,0.45714285714285713,56105.50022321429,35,700.0,21663.118740760696,0,51799.3984375,0,0.02857142857142857,0.11428571428571428,0.0,0.42857142857142855,0.2,0.22857142857142856,60,241,0,False
217152,6032,True,1,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,18197.285714285714,-9440.655555555555,741.7438596491227,-34200.0,54286.0,0.3684210526315789,49107.06671463816,57,400.0,18232.44443985697,0,42286.599609375,0,0.017543859649122806,0.10526315789473684,0.0,0.5263157894736842,0.17543859649122806,0.17543859649122806,21,309,0,True
309600,6450,True,2,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,21228.227272727272,-12692.14705882353,633.7142857142857,-34700.0,58052.0,0.39285714285714285,58185.58935546875,56,400.0,20775.709359207634,0,35488.1015625,0,0.017857142857142856,0.0,0.0,0.6071428571428571,0.17857142857142858,0.19642857142857142,20,348,0,False
161496,4486,True,2,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,8837.951923076924,-5515.410256410257,225.93461538461537,-64900.0,42094.0,0.4,33219.89991361178,130,500.0,19186.324251312755,0,29371.5,0,0.24615384615384617,0.14615384615384616,0.0,0.45384615384615384,0.15384615384615385,0.0,24,633,0,False
187104,7796,True,1,0,0,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,18044.1875,-22425.466666666667,3475.1119999999996,-49500.0,43502.0,0.64,66292.3725,25,300.0,33882.71565928945,0,110127.703125,0,0.48,0.0,0.0,0.36,0.16,0.0,19,141,0,False
29448,2454,True,1,0,1,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,7487.844444444445,-11800.0,3980.9636363636364,-13900.0,22090.0,0.8181818181818182,28977.436789772728,11,800.0,10948.129830219219,0,43790.6015625,0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.36363636363636365,0.36363636363636365,48,119,1,False
155616,3242,True,1,1,0,4,226122,32,50,7,4,4,0.626,8994.0,0.11,0.041747375310673,4.295,-0.0020519896339144354,0.9900000000000002,6448.582857142857,-3830.458823529412,352.8720930232558,-36960.0,26388.0,0.4069767441860465,44197.51018577398,172,200.0,11012.341749127405,0,60694.1015625,0,0.1511627906976744,0.20930232558139536,0.0,0.38372093023255816,0.2558139534883721,0.0,25,691,0,False
24312,2026,True,1,0,0,5,93931,74,21,10,1,8,0.569,8427.0,0.107,0.020158414155071275,1.33,0.00041519839030777913,0.41999999999999993,5601.632432432432,-4360.941463414634,364.89487179487185,-24322.0,18231.0,0.47435897435897434,29380.83976862981,78,1100.0,7646.371219270962,0,28461.900390625,0,0.08974358974358974,0.0,0.0,0.5256410256410257,0.19230769230769232,0.19230769230769232,38,455,0,False
170256,7094,True,1,0,0,5,93931,74,21,10,1,8,0.569,8427.0,0.107,0.020158414155071275,1.33,0.00041519839030777913,0.41999999999999993,11986.912903225806,-7136.769565217392,562.3753246753247,-29300.0,36552.0,0.4025974025974026,40091.18298498377,77,200.0,13500.85275229819,0,43302.80078125,0,0.23376623376623376,0.12987012987012986,0.0,0.4675324675324675,0.16883116883116883,0.0,29,448,0,False
60156,1671,True,1,0,1,5,93931,74,21,10,1,8,0.569,8427.0,0.107,0.020158414155071275,1.33,0.00041519839030777913,0.41999999999999993,18483.85769230769,-13795.58,1191.3017857142856,-53600.0,49767.0,0.4642857142857143,72667.63591657366,56,400.0,33900.192662567075,0,116213.796875,0,0.3392857142857143,0.14285714285714285,0.0,0.39285714285714285,0.125,0.0,19,230,1,False
